AtcoCode,NaptanCode,CommonName,StopType,Easting,Northing,LocalityCode,Longitude,Latitude,Indicator,Town,Street,Status,LocalityName
700000003266,,Inisharoan Court,BusCoachTramOnStreetPoint,349592,373943,N0000028,-5.68648,54.5915803,,,,active,Newtownards
700000003267,,Moyne Gardens,BusCoachTramOnStreetPoint,349526,373950,N0000028,-5.6875007,54.5916614,,,,active,Newtownards
700000003268,,Beverley Heights,BusCoachTramOnStreetPoint,349842,375787,N0000028,-5.6816699,54.6080574,,,,active,Newtownards
700000003269,,Millers Lane,BusCoachTramOnStreetPoint,349285,374932,N0000028,-5.6907308,54.6005515,,,,active,Newtownards
700000003270,,Glen Estate,BusCoachTramOnStreetPoint,349019,374852,N0000028,-5.6948757,54.5999071,,,,active,Newtownards
700000003271,,Whinpark Road,BusCoachTramOnStreetPoint,348870,374966,N0000028,-5.6971207,54.6009733,,,,active,Newtownards
700000003272,,Fir Drive,BusCoachTramOnStreetPoint,348709,375123,N0000028,-5.6995335,54.6024293,,,,active,Newtownards
700000003273,,Dicksonia Drive,BusCoachTramOnStreetPoint,348624,374882,N0000028,-5.7009646,54.6002937,,,,active,Newtownards
700000003274,,Londonderry Primary School,BusCoachTramOnStreetPoint,348673,374723,N0000028,-5.7002915,54.5988548,,,,active,Newtownards
700000003275,,Londonderry Primary School,BusCoachTramOnStreetPoint,348662,374643,N0000028,-5.7005005,54.5981432,,,,active,Newtownards
700000003276,,Elm Drive,BusCoachTramOnStreetPoint,348619,375003,N0000028,-5.7009827,54.6013842,,,,active,Newtownards
700000003277,,Fir Drive,BusCoachTramOnStreetPoint,348702,375128,N0000028,-5.6996417,54.6024837,,,,active,Newtownards
700000003278,,Whinpark Road,BusCoachTramOnStreetPoint,348878,374972,N0000028,-5.6969902,54.6010314,,,,active,Newtownards
700000003279,,Glen Estate,BusCoachTramOnStreetPoint,349016,374872,N0000028,-5.6949085,54.600087,,,,active,Newtownards
700000003280,,Millers Lane,BusCoachTramOnStreetPoint,349266,374928,N0000028,-5.6910148,54.6005186,,,,active,Newtownards
700000003281,,Frederick Street,BusCoachTramOnStreetPoint,348528,374172,N0000028,-5.7028086,54.5939485,,,,active,Newtownards
700000003282,,Mill Street,BusCoachTramOnStreetPoint,348332,373914,N0000028,-5.7060265,54.5916847,,,,active,Newtownards
700000003283,,Scrabo Road,BusCoachTramOnStreetPoint,348127,373757,N0000028,-5.7092117,54.5903465,,,,active,Newtownards
700000003284,,Blair Mayne Road South,BusCoachTramOnStreetPoint,347949,373779,N0000028,-5.7119567,54.5905944,,,,active,Newtownards
700000003285,,Ards Shopping Centre,BusCoachTramOnStreetPoint,348014,374082,N0000028,-5.7108035,54.5932951,,,,active,Newtownards
700000003286,,Blair Mayne Road South,BusCoachTramOnStreetPoint,347958,373728,N0000028,-5.7118445,54.5901278,,,,active,Newtownards
700000003287,,Scrabo Road,BusCoachTramOnStreetPoint,348116,373765,N0000028,-5.7093802,54.5904153,,,,active,Newtownards
700000003288,,Mill Street,BusCoachTramOnStreetPoint,348393,373977,N0000028,-5.705002,54.5922436,,,,active,Newtownards
700000003289,,Frederick Street,BusCoachTramOnStreetPoint,348516,374190,N0000028,-5.7029942,54.5941189,,,,active,Newtownards
700000003290,,Ards Community Hospital,BusCoachTramOnStreetPoint,348468,374250,N0000028,-5.7037024,54.594665,,,,active,Newtownards
700000003291,,Church Street,BusCoachTramOnStreetPoint,348172,374319,N0000028,-5.7082418,54.5953747,,,,active,Newtownards
700000003292,,Church Street,BusCoachTramOnStreetPoint,348160,374340,N0000028,-5.7084117,54.5955646,,,,active,Newtownards
700000003293,,Edenvale Crescent,BusCoachTramOnStreetPoint,351025,374928,N0000028,-5.6638226,54.5999989,,,,active,Newtownards
700000003294,,Mandeville Avenue,BusCoachTramOnStreetPoint,351174,374906,N0000028,-5.661532,54.5997514,,,,active,Newtownards
700000003295,,Cooleen  Avenue,BusCoachTramOnStreetPoint,351184,374776,N0000028,-5.6614441,54.5985844,,,,active,Newtownards
700000003296,,Heron Park,BusCoachTramOnStreetPoint,351000,374656,N0000028,-5.6643585,54.597564,,,,active,Newtownards
700000003297,,Grangeville Park,BusCoachTramOnStreetPoint,350978,374453,N0000028,-5.664798,54.5957478,,,,active,Newtownards
700000003298,,Grangeville Park,BusCoachTramOnStreetPoint,350973,374405,N0000028,-5.6649488,54.5953151,,,,active,Newtownards
700000003299,,42-50 Stratheden Heights,BusCoachTramOnStreetPoint,350961,374900,N0000028,-5.66488,54.5997616,,,,active,Newtownards
700000003300,,Craiglee Way,BusCoachTramOnStreetPoint,348181,373552,N0000028,-5.7084927,54.5884839,,,,active,Newtownards
700000003301,,Windsor Avenue,BusCoachTramOnStreetPoint,348256,373440,N0000028,-5.7073865,54.5874578,,,,active,Newtownards
700000003302,,Trasnagh Drive,BusCoachTramOnStreetPoint,348262,373358,N0000028,-5.7073313,54.5867234,,,,active,Newtownards
700000003303,,Ardmillan Crescent,BusCoachTramOnStreetPoint,348291,373255,N0000028,-5.7069376,54.5857873,,,,active,Newtownards
700000003304,,Rathmullan Drive,BusCoachTramOnStreetPoint,348421,373286,N0000028,-5.7049051,54.5860263,,,,active,Newtownards
700000003305,,Ardmillan Crescent,BusCoachTramOnStreetPoint,348490,373355,N0000028,-5.703805,54.5866314,,,,active,Newtownards
700000003306,,Carmeen Gardens,BusCoachTramOnStreetPoint,348548,373481,N0000028,-5.702846,54.5877439,,,,active,Newtownards
700000003307,,Regent House School,BusCoachTramOnStreetPoint,348498,373593,N0000028,-5.7035741,54.5887648,,,,active,Newtownards
700000003308,,Circular Road,BusCoachTramOnStreetPoint,348376,373746,N0000028,-5.705382,54.5901754,,,,active,Newtownards
700000003309,,Donard Avenue,BusCoachTramOnStreetPoint,348298,373744,N0000028,-5.7065787,54.5901769,,,,active,Newtownards
700000003310,,Nendrum Way,BusCoachTramOnStreetPoint,348105,373653,N0000028,-5.7096097,54.5894205,,,,active,Newtownards
700000003311,,Newtownards Bus Station,BusCoachTramOnStreetPoint,348741,374266,N0000028,-5.6995212,54.5947284,,,,active,Newtownards
700000003312,,Newtownards Bus Station,BusCoachTramOnStreetPoint,348741,374263,N0000028,-5.6995227,54.5947015,,,,active,Newtownards
700000003313,,Newtownards Bus Station,BusCoachTramOnStreetPoint,348738,374246,N0000028,-5.6995777,54.5945498,,,,active,Newtownards
700000003314,,Newtownards Bus Station,BusCoachTramOnStreetPoint,348740,374250,N0000028,-5.6995447,54.5945851,,,,active,Newtownards
700000003315,,Newtownards Bus Station,BusCoachTramOnStreetPoint,348739,374251,N0000028,-5.6995597,54.5945944,,,,active,Newtownards
700000003316,,Newtownards Bus Station,BusCoachTramOnStreetPoint,348741,374258,N0000028,-5.6995252,54.5946566,,,,active,Newtownards
700000003317,,Newtownards Bus Station,BusCoachTramOnStreetPoint,348742,374262,N0000028,-5.6995078,54.5946922,,,,active,Newtownards
700000003318,,Woodand Park,BusCoachTramOnStreetPoint,326456,363355,N0000022,-6.0486997,54.5028373,,,,active,Lisburn
700000003319,,Moores Bridge,BusCoachTramOnStreetPoint,326288,362994,N0000022,-6.0514423,54.4996362,,,,active,Lisburn
700000003320,,Springburn Park,BusCoachTramOnStreetPoint,326098,362615,N0000022,-6.0545342,54.4962822,,,,active,Lisburn
700000003321,,Sprucefield Shopping Centre,BusCoachTramOnStreetPoint,325892,362096,N0000022,-6.0579371,54.4916711,,,,active,Lisburn
700000003322,,Hursts Garage,BusCoachTramOnStreetPoint,325572,361949,N0000022,-6.0629403,54.490429,,,,active,Lisburn
700000003323,,Eglantine Road,BusCoachTramOnStreetPoint,325417,361576,N0000022,-6.0654865,54.4871199,,,,active,Lisburn
700000003324,,Middle Of Hill,BusCoachTramOnStreetPoint,325155,360739,N0000022,-6.0698717,54.4796738,,,,active,Lisburn
700000003325,,Harrys Road,BusCoachTramOnStreetPoint,324995,360348,N0000022,-6.0725061,54.476196,,,,active,Lisburn
700000003326,,Carnreagh Road,BusCoachTramOnStreetPoint,324560,359732,N0000022,-6.0794807,54.4707714,,,,active,Lisburn
700000003327,,22-30 Lisburn Road,BusCoachTramOnStreetPoint,324328,359457,N0000022,-6.0831609,54.4683632,,,,active,Lisburn
700000003328,,Lisburn Street,BusCoachTramOnStreetPoint,324286,359190,N0000022,-6.0839287,54.4659788,,,,active,Lisburn
700000003329,,Wapping Lane,BusCoachTramOnStreetPoint,324426,358906,N0000022,-6.081893,54.4633909,,,,active,Lisburn
700000003330,,Kilwarlin Way,BusCoachTramOnStreetPoint,324958,358959,N0000022,-6.0736703,54.4637379,,,,active,Lisburn
700000003331,,Hillsborough War Memorial,BusCoachTramOnStreetPoint,324333,358815,N0000022,-6.0833565,54.4625989,,,,active,Lisburn
700000003332,,Park Street,BusCoachTramOnStreetPoint,324190,358500,N0000022,-6.0856992,54.4598034,,,,active,Lisburn
700000003333,,Royal Park,BusCoachTramOnStreetPoint,323853,358367,N0000022,-6.0909418,54.458692,,,,active,Lisburn
700000003334,,Monument Road,BusCoachTramOnStreetPoint,323547,358308,N0000022,-6.0956811,54.4582342,,,,active,Lisburn
700000003335,,73-75 Dromore Road,BusCoachTramOnStreetPoint,323134,357851,N0000022,-6.1022455,54.4542339,,,,active,Lisburn
700000003336,,Dromore Road,BusCoachTramOnStreetPoint,322899,357211,N0000022,-6.1061228,54.4485488,,,,active,Lisburn
700000003337,,Edentrillick Road,BusCoachTramOnStreetPoint,322809,356881,N0000022,-6.1076478,54.4456041,,,,active,Lisburn
700000003338,,T K Diner,BusCoachTramOnStreetPoint,322411,356563,N0000022,-6.1139143,54.4428485,,,,active,Lisburn
700000003339,,Backnamullagh Road,BusCoachTramOnStreetPoint,321894,356181,N0000022,-6.1220392,54.4395403,,,,active,Lisburn
700000003340,,Listullycurran Road,BusCoachTramOnStreetPoint,321716,355861,N0000022,-6.1249025,54.4367052,,,,active,Lisburn
700000003341,,Milebush Road,BusCoachTramOnStreetPoint,321779,355447,N0000022,-6.1241021,54.432973,,,,active,Lisburn
700000003342,,Hillsborough Road,BusCoachTramOnStreetPoint,321967,355010,N0000022,-6.1213863,54.4290044,,,,active,Lisburn
700000003343,,Grove Road,BusCoachTramOnStreetPoint,322002,354510,N0000022,-6.1210528,54.4245067,,,,active,Lisburn
700000003344,,Ballymacormick Road,BusCoachTramOnStreetPoint,321070,353777,N0000022,-6.1357024,54.4181485,,,,active,Lisburn
700000003345,,Hillsborough Road,BusCoachTramOnStreetPoint,320710,353635,N0000022,-6.1412991,54.4169621,,,,active,Lisburn
700000003346,,Dromore Fire Station,BusCoachTramOnStreetPoint,320423,353510,N0000022,-6.1457764,54.4159074,,,,active,Lisburn
700000003347,,Dromore Square,BusCoachTramOnStreetPoint,320220,353320,N0000022,-6.148974,54.4142459,,,,active,Lisburn
700000003348,,Aughnaskeagh Xrds,BusCoachTramOnStreetPoint,324876,348180,N0000022,-6.0795052,54.366977,,,,active,Lisburn
700000003349,,Enagh Road,BusCoachTramOnStreetPoint,324327,347089,N0000022,-6.0883545,54.3573155,,,,active,Lisburn
700000003350,,Corbally Road,BusCoachTramOnStreetPoint,324363,346276,N0000022,-6.0881366,54.3500135,,,,active,Lisburn
700000003351,,Dechomet Corner,BusCoachTramOnStreetPoint,324097,344629,N0000022,-6.0929167,54.335286,,,,active,Lisburn
700000003352,,Kiltnamurry Crossroads,BusCoachTramOnStreetPoint,323026,343679,N0000022,-6.1098068,54.327014,,,,active,Lisburn
700000003353,,Copes Xrds,BusCoachTramOnStreetPoint,322310,344349,N0000022,-6.1205311,54.3332015,,,,active,Lisburn
700000003354,,Dromore High School,BusCoachTramOnStreetPoint,319663,353086,N0000022,-6.1576429,54.412276,,,,active,Lisburn
700000003355,,Hampton Rise,BusCoachTramOnStreetPoint,319439,352889,N0000022,-6.161167,54.410561,,,,active,Lisburn
700000003356,,Quillyburn,BusCoachTramOnStreetPoint,319312,352426,N0000022,-6.1633146,54.4064324,,,,active,Lisburn
700000003357,,Thompsons Garage,BusCoachTramOnStreetPoint,319011,352208,N0000022,-6.1680313,54.4045454,,,,active,Lisburn
700000003358,,Quillyburn,BusCoachTramOnStreetPoint,319254,352392,N0000022,-6.1642139,54.4061391,,,,active,Lisburn
700000003359,,Quillyburn Manor,BusCoachTramOnStreetPoint,319352,352596,N0000022,-6.1626233,54.4079522,,,,active,Lisburn
700000003360,,Hampton Rise,BusCoachTramOnStreetPoint,319448,352922,N0000022,-6.161015,54.4108536,,,,active,Lisburn
700000003361,,Dromore High School,BusCoachTramOnStreetPoint,319729,353130,N0000022,-6.1566184,54.4126556,,,,active,Lisburn
700000003362,,Bishops Hill,BusCoachTramOnStreetPoint,319936,353183,N0000022,-6.1534097,54.4130822,,,,active,Lisburn
700000003363,,Iveagh Terrace,BusCoachTramOnStreetPoint,320052,353268,N0000022,-6.1515809,54.4138209,,,,active,Lisburn
700000003364,,214-222 Lurgan Road,BusCoachTramOnStreetPoint,314631,354762,N0000022,-6.2345058,54.4284813,,,,active,Lisburn
700000003365,,Dromore Square,BusCoachTramOnStreetPoint,320222,353334,N0000022,-6.1489339,54.4143779,,,,active,Lisburn
700000003366,,Dromore Fire Station,BusCoachTramOnStreetPoint,320454,353542,N0000022,-6.1452837,54.4161876,,,,active,Lisburn
700000003367,,Hillsborough Road,BusCoachTramOnStreetPoint,320674,353632,N0000022,-6.14186,54.4169414,,,,active,Lisburn
700000003368,,Ballymacormick Road,BusCoachTramOnStreetPoint,321084,353807,N0000022,-6.1354748,54.4184139,,,,active,Lisburn
700000003369,,A1 Carriageway,BusCoachTramOnStreetPoint,321661,354185,N0000022,-6.1264425,54.421673,,,,active,Lisburn
700000003370,,Grove Road,BusCoachTramOnStreetPoint,321959,354477,N0000022,-6.1217245,54.4242254,,,,active,Lisburn
700000003371,,Hillsborough Road,BusCoachTramOnStreetPoint,321927,355067,N0000022,-6.1219788,54.4295258,,,,active,Lisburn
700000003372,,Milebush Road,BusCoachTramOnStreetPoint,321744,355454,N0000022,-6.1246475,54.4330434,,,,active,Lisburn
700000003373,,Listullycurran Road,BusCoachTramOnStreetPoint,321702,355913,N0000022,-6.1250968,54.4371755,,,,active,Lisburn
700000003374,,142-148 Dromore Road,BusCoachTramOnStreetPoint,322630,356615,N0000022,-6.1105209,54.443262,,,,active,Lisburn
700000003375,,Edentrillick Road,BusCoachTramOnStreetPoint,322815,356920,N0000022,-6.1075381,54.4459538,,,,active,Lisburn
700000003376,,Dromore Road,BusCoachTramOnStreetPoint,322892,357217,N0000022,-6.1062238,54.4486003,,,,active,Lisburn
700000003377,,Dromara Road,BusCoachTramOnStreetPoint,323022,357474,N0000022,-6.1041172,54.4508722,,,,active,Lisburn
700000003378,,65-68 Dromore Road,BusCoachTramOnStreetPoint,323138,358021,N0000022,-6.1021027,54.4557623,,,,active,Lisburn
700000003379,,Monument Road,BusCoachTramOnStreetPoint,323441,358329,N0000022,-6.0973052,54.4584542,,,,active,Lisburn
700000003380,,Royal Park,BusCoachTramOnStreetPoint,323902,358376,N0000022,-6.0901781,54.4587572,,,,active,Lisburn
700000003381,,Park Street,BusCoachTramOnStreetPoint,324164,358477,N0000022,-6.0860996,54.459605,,,,active,Lisburn
700000003382,,Hillsborough War Memorial,BusCoachTramOnStreetPoint,324333,358835,N0000022,-6.0833528,54.4627794,,,,active,Lisburn
700000003383,,Lisburn Street,BusCoachTramOnStreetPoint,324284,359153,N0000022,-6.0839688,54.4656479,,,,active,Lisburn
700000003384,,35-43 Lisburn Road,BusCoachTramOnStreetPoint,324359,359508,N0000022,-6.0826706,54.4688111,,,,active,Lisburn
700000003385,,Carnreagh Road,BusCoachTramOnStreetPoint,324599,359795,N0000022,-6.0788535,54.4713266,,,,active,Lisburn
700000003386,,Hillsborough Roundabout,BusCoachTramOnStreetPoint,324749,360070,N0000022,-6.0764212,54.473767,,,,active,Lisburn
700000003387,,The Hill,BusCoachTramOnStreetPoint,325168,360885,N0000022,-6.0696118,54.4809747,,,,active,Lisburn
700000003388,,Eglantine Road,BusCoachTramOnStreetPoint,325392,361594,N0000022,-6.0658534,54.4872867,,,,active,Lisburn
700000003389,,Lisburn Golf Club,BusCoachTramOnStreetPoint,325228,361670,N0000022,-6.0683587,54.4880089,,,,active,Lisburn
700000003390,,Eglantine Road,BusCoachTramOnStreetPoint,323852,361193,N0000022,-6.0897831,54.4840633,,,,active,Lisburn
700000003391,,Grove Park,BusCoachTramOnStreetPoint,323840,360419,N0000022,-6.0902864,54.4771203,,,,active,Lisburn
700000003392,,Blessington Court,BusCoachTramOnStreetPoint,324190,359431,N0000022,-6.0852977,54.4681603,,,,active,Lisburn
700000003393,,Hillcourt,BusCoachTramOnStreetPoint,324205,359392,N0000022,-6.0850915,54.4678097,,,,active,Lisburn
700000003394,,Grove Park,BusCoachTramOnStreetPoint,323831,360417,N0000022,-6.0904234,54.4771069,,,,active,Lisburn
700000003395,,Culcavy Crossroads,BusCoachTramOnStreetPoint,323818,360644,N0000022,-6.0905281,54.4791417,,,,active,Lisburn
700000003396,,Culcavy Road,BusCoachTramOnStreetPoint,323823,360973,N0000022,-6.0903133,54.4820943,,,,active,Lisburn
700000003397,,Coronation Gardens,BusCoachTramOnStreetPoint,323506,361820,N0000022,-6.0948503,54.489781,,,,active,Lisburn
700000003398,,Coronation Gardens,BusCoachTramOnStreetPoint,323510,361832,N0000022,-6.0947906,54.4898878,,,,active,Lisburn
700000003399,,Eglantine Road,BusCoachTramOnStreetPoint,323869,361195,N0000022,-6.0895595,54.4840751,,,,active,Lisburn
700000003400,,Eglantine Crescent,BusCoachTramOnStreetPoint,325128,361669,N0000022,-6.0699057,54.4880273,,,,active,Lisburn
700000003401,,Lisburn Golf Club Upper,BusCoachTramOnStreetPoint,325232,361666,N0000022,-6.0683,54.4879694,,,,active,Lisburn
700000003402,,Springburn Park,BusCoachTramOnStreetPoint,326095,362633,N0000022,-6.0545731,54.4964394,,,,active,Lisburn
700000003403,,Woodland Park,BusCoachTramOnStreetPoint,326446,363359,N0000022,-6.0488536,54.5028703,,,,active,Lisburn
700000003404,,Lagan Valley Hospital,BusCoachTramOnStreetPoint,326516,363644,N0000022,-6.0476483,54.50541,,,,active,Lisburn
700000003406,,Main Street,BusCoachTramOnStreetPoint,315112,360677,N0000022,-6.2247543,54.4814846,,,,active,Lisburn
700000003407,,Village Green,BusCoachTramOnStreetPoint,314930,360516,N0000022,-6.2276196,54.4800811,,,,active,Lisburn
700000003408,,Lurgan Road,BusCoachTramOnStreetPoint,314594,360293,N0000022,-6.2328907,54.4781537,,,,active,Lisburn
700000003409,,Laganvale Mews,BusCoachTramOnStreetPoint,314277,359921,N0000022,-6.2379222,54.4748849,,,,active,Lisburn
700000003410,,Laganvale Mews,BusCoachTramOnStreetPoint,314274,359928,N0000022,-6.2379657,54.4749484,,,,active,Lisburn
700000003411,,Lurgan Road,BusCoachTramOnStreetPoint,314612,360320,N0000022,-6.2326027,54.4783921,,,,active,Lisburn
700000003412,,Village Green,BusCoachTramOnStreetPoint,314938,360532,N0000022,-6.2274937,54.480222,,,,active,Lisburn
700000003413,,Main Street,BusCoachTramOnStreetPoint,315122,360710,N0000022,-6.2245872,54.4817786,,,,active,Lisburn
700000003414,,Hillsborough Road,BusCoachTramOnStreetPoint,315294,360857,N0000022,-6.2218777,54.4830595,,,,active,Lisburn
700000003415,,Ballycanal Cottages,BusCoachTramOnStreetPoint,315785,361188,N0000022,-6.2141765,54.4859199,,,,active,Lisburn
700000003417,,Trummery Upper,BusCoachTramOnStreetPoint,316535,361776,N0000022,-6.2023785,54.491028,,,,active,Lisburn
700000003418,,Trummery Crossroads,BusCoachTramOnStreetPoint,317112,362030,N0000022,-6.1933785,54.4931759,,,,active,Lisburn
700000003419,,Trummery Lower,BusCoachTramOnStreetPoint,317464,362113,N0000022,-6.1879192,54.4938425,,,,active,Lisburn
700000003420,,28 Lisburn Road,BusCoachTramOnStreetPoint,317749,362206,N0000022,-6.1834788,54.4946094,,,,active,Lisburn
700000003421,,Damhead Lower,BusCoachTramOnStreetPoint,318406,362402,N0000022,-6.1732706,54.496216,,,,active,Lisburn
700000003422,,Carnlougherin Road,BusCoachTramOnStreetPoint,319411,362675,N0000022,-6.157658,54.4984319,,,,active,Lisburn
700000003423,,Bushfield Road,BusCoachTramOnStreetPoint,319894,362734,N0000022,-6.1501833,54.4988478,,,,active,Lisburn
700000003424,,Church Lane Crossroads,BusCoachTramOnStreetPoint,320614,362855,N0000022,-6.1390272,54.4997637,,,,active,Lisburn
700000003425,,Moira Road,BusCoachTramOnStreetPoint,321386,362883,N0000022,-6.1271066,54.4998312,,,,active,Lisburn
700000003426,,Gravelhill Crossroads,BusCoachTramOnStreetPoint,322081,362929,N0000022,-6.1163664,54.5000776,,,,active,Lisburn
700000003427,,Cross Lane,BusCoachTramOnStreetPoint,322751,363093,N0000022,-6.1059628,54.5013886,,,,active,Lisburn
700000003428,,Lissue Ind Estate,BusCoachTramOnStreetPoint,322986,363117,N0000022,-6.1023275,54.5015472,,,,active,Lisburn
700000003429,,Halftown Crossroads,BusCoachTramOnStreetPoint,323349,363158,N0000022,-6.0967105,54.5018272,,,,active,Lisburn
700000003430,,Moira Road,BusCoachTramOnStreetPoint,323716,363456,N0000022,-6.0909242,54.5044135,,,,active,Lisburn
700000003431,,Flush Park,BusCoachTramOnStreetPoint,324090,363781,N0000022,-6.0850664,54.5072387,,,,active,Lisburn
700000003432,,Flush Park,BusCoachTramOnStreetPoint,324097,363811,N0000022,-6.0849458,54.5075064,,,,active,Lisburn
700000003433,,Knockmore Road,BusCoachTramOnStreetPoint,324189,363685,N0000022,-6.0835374,54.5063557,,,,active,Lisburn
700000003434,,Rosevale Meadows,BusCoachTramOnStreetPoint,324663,363748,N0000022,-6.076191,54.5068035,,,,active,Lisburn
700000003435,,Knockmore,BusCoachTramOnStreetPoint,325056,363854,N0000022,-6.0700923,54.5076572,,,,active,Lisburn
700000003436,,Benvisteen Park,BusCoachTramOnStreetPoint,324823,363789,N0000022,-6.0737021,54.5071363,,,,active,Lisburn
700000003437,,Beechfield Park,BusCoachTramOnStreetPoint,324456,363707,N0000022,-6.079402,54.5064862,,,,active,Lisburn
700000003438,,Knockmore Road,BusCoachTramOnStreetPoint,324193,363673,N0000022,-6.0834767,54.5062453,,,,active,Lisburn
700000003439,,Halftown Crossroads,BusCoachTramOnStreetPoint,323364,363155,N0000022,-6.0964813,54.5017997,,,,active,Lisburn
700000003440,,Cross Lane,BusCoachTramOnStreetPoint,322737,363075,N0000022,-6.1061862,54.5012303,,,,active,Lisburn
700000003441,,Gravelhill Crossroads,BusCoachTramOnStreetPoint,321947,362873,N0000022,-6.1184567,54.499607,,,,active,Lisburn
700000003442,,Moira Road,BusCoachTramOnStreetPoint,321494,362860,N0000022,-6.1254492,54.4996019,,,,active,Lisburn
700000003443,,Church Lane Middle,BusCoachTramOnStreetPoint,320923,362888,N0000022,-6.134247,54.4999866,,,,active,Lisburn
700000003444,,Church Lane Crossroads,BusCoachTramOnStreetPoint,320466,362824,N0000022,-6.141323,54.4995205,,,,active,Lisburn
700000003445,,Bushfield Road,BusCoachTramOnStreetPoint,319908,362717,N0000022,-6.1499831,54.4986936,,,,active,Lisburn
700000003446,,Carnlougherin Road,BusCoachTramOnStreetPoint,319380,362654,N0000022,-6.1581447,54.4982506,,,,active,Lisburn
700000003447,,Damhead Road,BusCoachTramOnStreetPoint,318653,362455,N0000022,-6.1694393,54.4966342,,,,active,Lisburn
700000003448,,Damhead Lower,BusCoachTramOnStreetPoint,318381,362380,N0000022,-6.1736651,54.4960243,,,,active,Lisburn
700000003449,,15 Lisburn Road,BusCoachTramOnStreetPoint,317727,362185,N0000022,-6.1838309,54.4944255,,,,active,Lisburn
700000003450,,Trummery Lower,BusCoachTramOnStreetPoint,317486,362104,N0000022,-6.1875804,54.493754,,,,active,Lisburn
700000003451,,Trummery Crossroads,BusCoachTramOnStreetPoint,317002,361999,N0000022,-6.1950875,54.4929229,,,,active,Lisburn
700000003452,,Trummery Upper,BusCoachTramOnStreetPoint,316535,361755,N0000022,-6.2023868,54.4908395,,,,active,Lisburn
700000003453,,Ballycanal Cottages,BusCoachTramOnStreetPoint,315753,361154,N0000022,-6.2146833,54.4856219,,,,active,Lisburn
700000003454,,Hillsborough Road,BusCoachTramOnStreetPoint,315274,360828,N0000022,-6.2221974,54.4828037,,,,active,Lisburn
700000003455,,Derriaghy Road,BusCoachTramOnStreetPoint,325737,366632,N0000022,-6.0584417,54.5324298,,,,active,Lisburn
700000003456,,Smithfield Street Bus Shelter,BusCoachTramOnStreetPoint,326527,364117,N0000022,-6.0472762,54.5096615,,,,active,Lisburn
700000003457,,Lisburn Bus Station,BusCoachTramOnStreetPoint,326513,364069,N0000022,-6.0475604,54.5092264,,,,active,Lisburn
700000003458,,Lisburn Bus Station,BusCoachTramOnStreetPoint,326529,364075,N0000022,-6.047311,54.5092763,,,,active,Lisburn
700000003459,,Lisburn Bus Station,BusCoachTramOnStreetPoint,326543,364082,N0000022,-6.047092,54.5093357,,,,active,Lisburn
700000003460,,Lisburn Bus Station,BusCoachTramOnStreetPoint,326559,364089,N0000022,-6.0468421,54.5093945,,,,active,Lisburn
700000003461,,Lisburn Bus Station,BusCoachTramOnStreetPoint,326564,364101,N0000022,-6.0467599,54.509501,,,,active,Lisburn
700000003462,,Lisburn Bus Station,BusCoachTramOnStreetPoint,326557,364116,N0000022,-6.0468614,54.5096374,,,,active,Lisburn
700000003463,,Aghnatrisk Road,BusCoachTramOnStreetPoint,323786,360580,N0000022,-6.0910482,54.4785749,,,,active,Lisburn
700000003464,,Spences Bridge,BusCoachTramOnStreetPoint,318410,360273,N0000022,-6.1741087,54.4770982,,,,active,Lisburn
700000003465,,Spences Bridge,BusCoachTramOnStreetPoint,318415,360280,N0000022,-6.1739851,54.4771657,,,,active,Lisburn
700000003466,,Maze Orange Hall,BusCoachTramOnStreetPoint,321849,361229,N0000022,-6.1206556,54.4848708,,,,active,Lisburn
700000003467,,Gravelhill Road,BusCoachTramOnStreetPoint,322049,362736,N0000022,-6.116988,54.4983511,,,,active,Lisburn
700000003468,,43-51 Halfpenny Gate Road,BusCoachTramOnStreetPoint,319666,361687,N0000022,-6.1541195,54.4895046,,,,active,Lisburn
700000003469,,46-54 Halfpenny Gate Road,BusCoachTramOnStreetPoint,319643,361691,N0000022,-6.1545252,54.489541,,,,active,Lisburn
700000003470,,46-54 Derrynahone Road,BusCoachTramOnStreetPoint,320812,360873,N0000022,-6.1368305,54.48192,,,,active,Lisburn
700000003471,,51-59 Derrynahone Road,BusCoachTramOnStreetPoint,320792,360867,N0000022,-6.1370935,54.4818721,,,,active,Lisburn
700000003472,,Brookmount Road,BusCoachTramOnStreetPoint,321478,365185,N0000022,-6.1247406,54.5204776,,,,active,Lisburn
700000003473,,Brookhill Bridge,BusCoachTramOnStreetPoint,319742,366134,N0000022,-6.1511504,54.5294164,,,,active,Lisburn
700000003474,,Maghaberry Road,BusCoachTramOnStreetPoint,317335,363324,N0000022,-6.1894338,54.5047421,,,,active,Lisburn
700000003475,,Maghaberry Primary School,BusCoachTramOnStreetPoint,317061,363173,N0000022,-6.1937599,54.503449,,,,active,Lisburn
700000003476,,Soldierstown,BusCoachTramOnStreetPoint,312434,365003,N0000022,-6.2644001,54.5209299,,,,active,Lisburn
700000003477,,The Beeches,BusCoachTramOnStreetPoint,312285,365101,N0000022,-6.2666669,54.5218409,,,,active,Lisburn
700000003478,,Village,BusCoachTramOnStreetPoint,312011,364892,N0000022,-6.2709756,54.5200248,,,,active,Lisburn
700000003479,,Brankinstown Road,BusCoachTramOnStreetPoint,311908,364947,N0000022,-6.2725446,54.5205428,,,,active,Lisburn
