AtcoCode,NaptanCode,CommonName,StopType,Easting,Northing,LocalityCode,Longitude,Latitude,Indicator,Town,Street,Status,LocalityName
700000000000,,Mount Eagles,BusCoachTramOnStreetPoint,326532,368923,N0000009,-6.0451461,54.5528029,,,,active,Belfast Metro Ops
700000000001,,Custom House Square,BusCoachTramOnStreetPoint,334277,374527,N0000009,-5.9229564,54.6011182,,,,active,Belfast Metro Ops
700000000002,,Lagmore Reservoir,BusCoachTramOnStreetPoint,326662,369169,N0000009,-6.0430204,54.5549769,,,,active,Belfast Metro Ops
700000000003,,Station Street,BusCoachTramOnStreetPoint,334561,374485,N0000009,-5.9185968,54.6006651,,,,active,Belfast Metro Ops
700000000004,,Teeling Avenue,BusCoachTramOnStreetPoint,326744,369147,N0000009,-6.0417732,54.5547645,,,,active,Belfast Metro Ops
700000000005,,Short Strand (Newtownards Road),BusCoachTramOnStreetPoint,335240,374451,N0000009,-5.9081132,54.6001795,,,,active,Belfast Metro Ops
700000000006,,Glendowan Park,BusCoachTramOnStreetPoint,326873,369055,N0000009,-6.0398123,54.5539022,,,,active,Belfast Metro Ops
700000000007,,Tower Street,BusCoachTramOnStreetPoint,335437,374413,N0000009,-5.9050767,54.5997905,,,,active,Belfast Metro Ops
700000000008,,Glenfearna,BusCoachTramOnStreetPoint,327329,369096,N0000009,-6.0327513,54.5541559,,,,active,Belfast Metro Ops
700000000009,,Templemore Ave [N'ards Road],BusCoachTramOnStreetPoint,335661,374372,N0000009,-5.901641,54.5993577,,,,active,Belfast Metro Ops
700000000010,,Lagmore Meadows,BusCoachTramOnStreetPoint,327408,368783,N0000009,-6.0316681,54.5513296,,,,active,Belfast Metro Ops
700000000011,,Dee Street,BusCoachTramOnStreetPoint,335893,374328,N0000009,-5.8980673,54.5988982,,,,active,Belfast Metro Ops
700000000012,,Lagmore Drive,BusCoachTramOnStreetPoint,327396,368597,N0000009,-6.0319322,54.5496591,,,,active,Belfast Metro Ops
700000000013,,Ribble Street,BusCoachTramOnStreetPoint,336188,374272,N0000009,-5.8935252,54.5983214,,,,active,Belfast Metro Ops
700000000014,,Lagmore Dale,BusCoachTramOnStreetPoint,327584,368463,N0000009,-6.0290867,54.5484088,,,,active,Belfast Metro Ops
700000000015,,Connswater,BusCoachTramOnStreetPoint,336183,374212,N0000009,-5.8936425,54.5977875,,,,active,Belfast Metro Ops
700000000016,,Lagmore Dale,BusCoachTramOnStreetPoint,327556,368449,N0000009,-6.029528,54.5482897,,,,active,Belfast Metro Ops
700000000018,,Lagmore Drive,BusCoachTramOnStreetPoint,327410,368496,N0000009,-6.0317596,54.5487488,,,,active,Belfast Metro Ops
700000000019,,Holywood Arches (Holywood Road),BusCoachTramOnStreetPoint,336578,374261,N0000009,-5.8875049,54.5981147,,,,active,Belfast Metro Ops
700000000020,,Lagmore Meadows,BusCoachTramOnStreetPoint,327374,368740,N0000009,-6.0322101,54.5509485,,,,active,Belfast Metro Ops
700000000021,,Dundela Park,BusCoachTramOnStreetPoint,336756,374482,N0000009,-5.8846499,54.6000505,,,,active,Belfast Metro Ops
700000000022,,Glenfearna,BusCoachTramOnStreetPoint,327366,369060,N0000009,-6.0321953,54.5538234,,,,active,Belfast Metro Ops
700000000023,,Parkgate Avenue,BusCoachTramOnStreetPoint,336865,374691,N0000009,-5.8828672,54.6018972,,,,active,Belfast Metro Ops
700000000024,,Glendowan Park,BusCoachTramOnStreetPoint,326882,369041,N0000009,-6.0396842,54.5537737,,,,active,Belfast Metro Ops
700000000026,,Teeling Avenue,BusCoachTramOnStreetPoint,326750,369117,N0000009,-6.0416823,54.5544934,,,,active,Belfast Metro Ops
700000000027,,Larkfield,BusCoachTramOnStreetPoint,337031,375025,N0000009,-5.8801446,54.6048506,,,,active,Belfast Metro Ops
700000000028,,Lagmore Grove,BusCoachTramOnStreetPoint,327518,368818,N0000032,-6.0299523,54.5516125,,,,active,Ulsterbus
700000000029,,Palmerston Road,BusCoachTramOnStreetPoint,337295,375129,N0000009,-5.8760136,54.6057126,,,,active,Belfast Metro Ops
700000000030,,Summerhill Estate,BusCoachTramOnStreetPoint,327950,368318,N0000009,-6.0234973,54.5470147,,,,active,Belfast Metro Ops
700000000031,,Palmerston Park,BusCoachTramOnStreetPoint,337382,375289,N0000009,-5.8745934,54.6071253,,,,active,Belfast Metro Ops
700000000032,,Gardenmore Road,BusCoachTramOnStreetPoint,327950,368659,N0000009,-6.0233525,54.5500809,,,,active,Belfast Metro Ops
700000000033,,Station Road,BusCoachTramOnStreetPoint,337324,375395,N0000009,-5.8754408,54.6080926,,,,active,Belfast Metro Ops
700000000034,,Brook Centre,BusCoachTramOnStreetPoint,328040,368942,N0000009,-6.0218362,54.5525942,,,,active,Belfast Metro Ops
700000000035,,Sydenham Station,BusCoachTramOnStreetPoint,337227,375531,N0000009,-5.8768773,54.6093398,,,,active,Belfast Metro Ops
700000000037,,Inverary Drive,BusCoachTramOnStreetPoint,337368,375653,N0000009,-5.8746396,54.6103967,,,,active,Belfast Metro Ops
700000000038,,Juniper Park,BusCoachTramOnStreetPoint,327750,369173,N0000009,-6.0262129,54.5547478,,,,active,Belfast Metro Ops
700000000039,,Inverary Playing Fields,BusCoachTramOnStreetPoint,337508,375583,N0000009,-5.8725072,54.6097303,,,,active,Belfast Metro Ops
700000000040,,Donegall Avenue,BusCoachTramOnStreetPoint,332552,373004,N0000009,-5.9503204,54.5879007,,,,active,Belfast Metro Ops
700000000041,,Inverary Avenue,BusCoachTramOnStreetPoint,337648,375487,N0000009,-5.8703871,54.6088304,,,,active,Belfast Metro Ops
700000000042,,Donegall Avenue,BusCoachTramOnStreetPoint,332469,372787,N0000009,-5.9517012,54.5859743,,,,active,Belfast Metro Ops
700000000043,,Carolhill,BusCoachTramOnStreetPoint,337760,375441,N0000009,-5.8686782,54.6083915,,,,active,Belfast Metro Ops
700000000044,,Donegall Parade,BusCoachTramOnStreetPoint,332311,372656,N0000009,-5.9542024,54.5848396,,,,active,Belfast Metro Ops
700000000045,,Ashfield Boys,BusCoachTramOnStreetPoint,337888,375631,N0000009,-5.866607,54.6100614,,,,active,Belfast Metro Ops
700000000046,,Aughnacloy Hillcrest,BusCoachTramOnStreetPoint,266095,352938,N0000016,-6.9825529,54.4207152,,,Dungannon,active,Dungannon
700000000047,,Ashfield Girls,BusCoachTramOnStreetPoint,337961,375744,N0000009,-5.8654256,54.611055,,,,active,Belfast Metro Ops
700000000048,,Balmoral Hotel,BusCoachTramOnStreetPoint,329522,369857,N0000009,-5.9985443,54.5604323,,,,active,Belfast Metro Ops
700000000049,,Blanchflower Park,BusCoachTramOnStreetPoint,338112,375966,N0000009,-5.862988,54.6130049,,,,active,Belfast Metro Ops
700000000050,,Garnock Hill,BusCoachTramOnStreetPoint,329342,370123,N0000009,-6.0012126,54.5628688,,,,active,Belfast Metro Ops
700000000051,,Tillysburn Park,BusCoachTramOnStreetPoint,338178,376159,N0000009,-5.8618742,54.6147157,,,,active,Belfast Metro Ops
700000000052,,Brooke Drive,BusCoachTramOnStreetPoint,329149,370255,N0000009,-6.0041329,54.5641072,,,,active,Belfast Metro Ops
700000000053,,Knocknagoney Road,BusCoachTramOnStreetPoint,338454,376631,N0000009,-5.8573805,54.61888,,,,active,Belfast Metro Ops
700000000054,,Blacks Court,BusCoachTramOnStreetPoint,329046,370280,N0000009,-6.0057122,54.5643513,,,,active,Belfast Metro Ops
700000000055,,Knocknagoney Primary,BusCoachTramOnStreetPoint,338620,376601,N0000009,-5.854826,54.6185644,,,,active,Belfast Metro Ops
700000000056,,Erris Grove,BusCoachTramOnStreetPoint,328779,370429,N0000009,-6.009772,54.5657569,,,,active,Belfast Metro Ops
700000000057,,School Court,BusCoachTramOnStreetPoint,338723,376563,N0000009,-5.8532577,54.6181933,,,,active,Belfast Metro Ops
700000000058,,Ringford Park,BusCoachTramOnStreetPoint,328748,370468,N0000009,-6.0102339,54.5661149,,,,active,Belfast Metro Ops
700000000059,,School Court,BusCoachTramOnStreetPoint,338781,376553,N0000009,-5.8523614,54.6180901,,,,active,Belfast Metro Ops
700000000060,,Trenchard,BusCoachTramOnStreetPoint,328876,370360,N0000009,-6.0083036,54.5651128,,,,active,Belfast Metro Ops
700000000061,,Knocknagoney Primary,BusCoachTramOnStreetPoint,338476,376616,N0000009,-5.8570495,54.6187393,,,,active,Belfast Metro Ops
700000000062,,Brooke Park,BusCoachTramOnStreetPoint,329348,370131,N0000009,-6.0011119,54.5629366,,,,active,Belfast Metro Ops
700000000063,,Parklands,BusCoachTramOnStreetPoint,338315,376637,N0000009,-5.859531,54.6189713,,,,active,Belfast Metro Ops
700000000064,,Balmoral Hotel,BusCoachTramOnStreetPoint,329511,369900,N0000009,-5.9986953,54.5608211,,,,active,Belfast Metro Ops
700000000065,,Tillysburn Junction,BusCoachTramOnStreetPoint,338264,376572,N0000009,-5.8603453,54.618407,,,,active,Belfast Metro Ops
700000000066,,Oakhurst,BusCoachTramOnStreetPoint,329611,369739,N0000009,-5.9972214,54.5593501,,,,active,Belfast Metro Ops
700000000067,,Tillysburn Park,BusCoachTramOnStreetPoint,338183,376066,N0000009,-5.86184,54.613886,,,,active,Belfast Metro Ops
700000000068,,Sunnyhill Park,BusCoachTramOnStreetPoint,328986,369046,N0000032,-6.0071796,54.553288,,,,active,Ulsterbus
700000000069,,Templeton House,BusCoachTramOnStreetPoint,338125,375964,N0000009,-5.8627825,54.612981,,,,active,Belfast Metro Ops
700000000070,,Sunnyhill Park,BusCoachTramOnStreetPoint,328992,369053,N0000032,-6.0070839,54.5533493,,,,active,Ulsterbus
700000000071,,Ashfield Girls,BusCoachTramOnStreetPoint,337967,375727,N0000009,-5.8653373,54.6108952,,,,active,Belfast Metro Ops
700000000072,,Cloona,BusCoachTramOnStreetPoint,328292,370055,N0000009,-6.0174592,54.5625228,,,,active,Belfast Metro Ops
700000000073,,Ashfield Boys,BusCoachTramOnStreetPoint,337853,375554,N0000009,-5.867192,54.6093768,,,,active,Belfast Metro Ops
700000000074,,Corrina Park,BusCoachTramOnStreetPoint,328446,369796,N0000009,-6.0151931,54.5601585,,,,active,Belfast Metro Ops
700000000075,,Carolhill,BusCoachTramOnStreetPoint,337779,375449,N0000009,-5.8683752,54.6084577,,,,active,Belfast Metro Ops
700000000076,,Corrina Park,BusCoachTramOnStreetPoint,328401,369835,N0000009,-6.0158712,54.56052,,,,active,Belfast Metro Ops
700000000077,,Inverary Avenue,BusCoachTramOnStreetPoint,337672,375466,N0000009,-5.8700258,54.6086354,,,,active,Belfast Metro Ops
700000000078,,Cloona,BusCoachTramOnStreetPoint,328304,370016,N0000009,-6.0172859,54.5621675,,,,active,Belfast Metro Ops
700000000079,,Inverleith Drive,BusCoachTramOnStreetPoint,337559,375543,N0000009,-5.8717372,54.6093574,,,,active,Belfast Metro Ops
700000000080,,Old Golf Course Park,BusCoachTramOnStreetPoint,328743,369460,N0000009,-6.0107487,54.5570656,,,,active,Belfast Metro Ops
700000000081,,Inverary Playing Fields,BusCoachTramOnStreetPoint,337440,375620,N0000009,-5.8735415,54.6100809,,,,active,Belfast Metro Ops
700000000082,,Cherry Road,BusCoachTramOnStreetPoint,328528,369092,N0000009,-6.0142398,54.5538212,,,,active,Belfast Metro Ops
700000000083,,Sydenham Station,BusCoachTramOnStreetPoint,337212,375509,N0000009,-5.8771196,54.6091464,,,,active,Belfast Metro Ops
700000000084,,Cherry Park,BusCoachTramOnStreetPoint,328358,369062,N0000009,-6.0168728,54.5535897,,,,active,Belfast Metro Ops
700000000085,,Station Road,BusCoachTramOnStreetPoint,337322,375403,N0000009,-5.875468,54.608165,,,,active,Belfast Metro Ops
700000000086,,Aspen Walk,BusCoachTramOnStreetPoint,328206,369209,N0000009,-6.0191561,54.5549493,,,,active,Belfast Metro Ops
700000000087,,Palmerston Park,BusCoachTramOnStreetPoint,337399,375301,N0000009,-5.8743249,54.6072284,,,,active,Belfast Metro Ops
700000000088,,St Lukes,BusCoachTramOnStreetPoint,328037,369206,N0000009,-6.0217678,54.5549651,,,,active,Belfast Metro Ops
700000000089,,Larkfield Road,BusCoachTramOnStreetPoint,337219,375065,N0000009,-5.8772188,54.6051587,,,,active,Belfast Metro Ops
700000000090,,St Lukes,BusCoachTramOnStreetPoint,328030,369215,N0000009,-6.0218739,54.5550461,,,,active,Belfast Metro Ops
700000000091,,Larkfield,BusCoachTramOnStreetPoint,337060,375068,N0000009,-5.8796761,54.6052288,,,,active,Belfast Metro Ops
700000000092,,Aspen Walk,BusCoachTramOnStreetPoint,328221,369209,N0000009,-6.0189272,54.5549509,,,,active,Belfast Metro Ops
700000000093,,Strandburn Drive,BusCoachTramOnStreetPoint,336979,374906,N0000009,-5.8810042,54.6037964,,,,active,Belfast Metro Ops
700000000094,,Cherry Park,BusCoachTramOnStreetPoint,328351,369078,N0000009,-6.0169735,54.5537365,,,,active,Belfast Metro Ops
700000000095,,Parkgate Avenue,BusCoachTramOnStreetPoint,336918,374784,N0000009,-5.8820044,54.6027177,,,,active,Belfast Metro Ops
700000000096,,Cherry Road,BusCoachTramOnStreetPoint,328566,369160,N0000009,-6.0136169,54.5544182,,,,active,Belfast Metro Ops
700000000097,,Glendale Court,BusCoachTramOnStreetPoint,336768,374490,N0000009,-5.8844607,54.6001191,,,,active,Belfast Metro Ops
700000000098,,Old Golf Course Park,BusCoachTramOnStreetPoint,328771,369413,N0000009,-6.0103399,54.5566375,,,,active,Belfast Metro Ops
700000000099,,Connsbrook Avenue,BusCoachTramOnStreetPoint,336738,374367,N0000009,-5.8849841,54.5990225,,,,active,Belfast Metro Ops
700000000100,,Credenhill,BusCoachTramOnStreetPoint,328633,369560,N0000009,-6.0124074,54.5579923,,,,active,Belfast Metro Ops
700000000101,,Holywood Arches (Holywood Road),BusCoachTramOnStreetPoint,336632,374278,N0000009,-5.886666,54.5982584,,,,active,Belfast Metro Ops
700000000102,,Old Colin,BusCoachTramOnStreetPoint,328054,370115,N0000009,-6.0211176,54.5631227,,,,active,Belfast Metro Ops
700000000103,,Connswater,BusCoachTramOnStreetPoint,336159,374174,N0000009,-5.8940219,54.5974455,,,,active,Belfast Metro Ops
700000000104,,Laurelbank,BusCoachTramOnStreetPoint,327690,370118,N0000009,-6.0267322,54.5632404,,,,active,Belfast Metro Ops
700000000105,,Hunt Street,BusCoachTramOnStreetPoint,336173,374262,N0000009,-5.8937662,54.5982328,,,,active,Belfast Metro Ops
700000000106,,Pembroke Loop,BusCoachTramOnStreetPoint,327684,370387,N0000009,-6.0267082,54.565657,,,,active,Belfast Metro Ops
700000000107,,Dee Street,BusCoachTramOnStreetPoint,335927,374309,N0000009,-5.8975479,54.5987208,,,,active,Belfast Metro Ops
700000000108,,Pembroke Manor,BusCoachTramOnStreetPoint,327881,370608,N0000009,-6.0235685,54.5675914,,,,active,Belfast Metro Ops
700000000109,,Templemore Ave [N'ards Road],BusCoachTramOnStreetPoint,335675,374357,N0000009,-5.9014221,54.5992194,,,,active,Belfast Metro Ops
700000000110,,Colinbrook Avenue,BusCoachTramOnStreetPoint,327681,370912,N0000009,-6.0265268,54.5703711,,,,active,Belfast Metro Ops
700000000111,,Tower Street,BusCoachTramOnStreetPoint,335539,374383,N0000009,-5.9035128,54.5994892,,,,active,Belfast Metro Ops
700000000112,,Springbank Close,BusCoachTramOnStreetPoint,327588,370756,N0000009,-6.0280315,54.568994,,,,active,Belfast Metro Ops
700000000113,,Bryson Street,BusCoachTramOnStreetPoint,335361,374419,N0000009,-5.9062554,54.5998639,,,,active,Belfast Metro Ops
700000000114,,Springbank Drive,BusCoachTramOnStreetPoint,327493,370638,N0000009,-6.0295505,54.5679585,,,,active,Belfast Metro Ops
700000000115,,Short Strand (Newtownards Road),BusCoachTramOnStreetPoint,335181,374451,N0000009,-5.9090173,54.6002008,,,,active,Belfast Metro Ops
700000000116,,Pantridge Road,BusCoachTramOnStreetPoint,327568,370212,N0000009,-6.0285763,54.5641151,,,,active,Belfast Metro Ops
700000000117,,Bridge End,BusCoachTramOnStreetPoint,334664,374394,N0000009,-5.9170408,54.599825,,,,active,Belfast Metro Ops
700000000118,,Laurelbank,BusCoachTramOnStreetPoint,327704,370126,N0000009,-6.0265124,54.5633087,,,,active,Belfast Metro Ops
700000000119,,Oxford Street,BusCoachTramOnStreetPoint,334372,374285,N0000009,-5.9216018,54.5989207,,,,active,Belfast Metro Ops
700000000120,,Old Colin,BusCoachTramOnStreetPoint,328058,370142,N0000009,-6.0210364,54.563363,,,,active,Belfast Metro Ops
700000000121,,Waterfront,BusCoachTramOnStreetPoint,334391,374127,N0000009,-5.9213803,54.5974972,,,,active,Belfast Metro Ops
700000000122,,Brian's Well Close,BusCoachTramOnStreetPoint,327195,370095,N0000009,-6.0343895,54.5631585,,,,active,Belfast Metro Ops
700000000123,,Lanyon Place Station [Glider],BusCoachTramOnStreetPoint,334612,373931,N0000009,-5.9180527,54.5956838,,,,active,Belfast Metro Ops
700000000124,,Glenkeen,BusCoachTramOnStreetPoint,327104,369858,N0000009,-6.0358977,54.5610535,,,,active,Belfast Metro Ops
700000000125,,Short Strand (Albertbridge Road),BusCoachTramOnStreetPoint,335209,373952,N0000009,-5.9088116,54.5957145,,,,active,Belfast Metro Ops
700000000126,,Brian's Well Close,BusCoachTramOnStreetPoint,327194,370128,N0000009,-6.0343962,54.5634575,,,,active,Belfast Metro Ops
700000000128,,Glenwood,BusCoachTramOnStreetPoint,327496,369818,N0000009,-6.0298592,54.5605996,,,,active,Belfast Metro Ops
700000000129,,Templemore Avenue,BusCoachTramOnStreetPoint,335601,373922,N0000009,-5.9027628,54.5953399,,,,active,Belfast Metro Ops
700000000130,,Woodside,BusCoachTramOnStreetPoint,327534,369341,N0000009,-6.0294788,54.5563039,,,,active,Belfast Metro Ops
700000000132,,Bell Steel Road [Stewartstown Road],BusCoachTramOnStreetPoint,327769,369506,N0000009,-6.0257786,54.5577246,,,,active,Belfast Metro Ops
700000000133,,Avoniel,BusCoachTramOnStreetPoint,335892,374054,N0000009,-5.8982075,54.5964468,,,,active,Belfast Metro Ops
700000000134,,Donegall Square North,BusCoachTramOnStreetPoint,333764,374086,N0000009,-5.931095,54.5972978,,,,active,Belfast Metro Ops
700000000136,,Upper Queen Street,BusCoachTramOnStreetPoint,333637,373992,N0000009,-5.9330957,54.5964841,,,,active,Belfast Metro Ops
700000000137,,Strandtown,BusCoachTramOnStreetPoint,336897,374441,N0000009,-5.8824909,54.5996493,,,,active,Belfast Metro Ops
700000000138,,Upper Queen Street,BusCoachTramOnStreetPoint,333644,373951,N0000007,-5.9330099,54.5961151,,,,active,Belfast Europa
700000000139,,Strand Cinema,BusCoachTramOnStreetPoint,337067,374537,N0000009,-5.8798201,54.600463,,,,active,Belfast Metro Ops
700000000140,,Grand Opera House,BusCoachTramOnStreetPoint,333395,373896,N0000009,-5.9368883,54.5956917,,,,active,Belfast Metro Ops
700000000141,,Park Avenue,BusCoachTramOnStreetPoint,337169,374625,N0000009,-5.8782049,54.6012211,,,,active,Belfast Metro Ops
700000000143,,St Marks,BusCoachTramOnStreetPoint,337354,374866,N0000009,-5.8752198,54.6033385,,,,active,Belfast Metro Ops
700000000144,,Recreation Centre,BusCoachTramOnStreetPoint,332870,373836,N0000009,-5.9450277,54.5952888,,,,active,Belfast Metro Ops
700000000145,,Clonaver,BusCoachTramOnStreetPoint,337496,375049,N0000009,-5.872938,54.6049386,,,,active,Belfast Metro Ops
700000000146,,Roden Street,BusCoachTramOnStreetPoint,332738,373822,N0000009,-5.9470806,54.5951978,,,,active,Belfast Metro Ops
700000000147,,Tudor Dale,BusCoachTramOnStreetPoint,337650,375276,N0000009,-5.8704629,54.606934,,,,active,Belfast Metro Ops
700000000148,,Servia Street,BusCoachTramOnStreetPoint,332571,373802,N0000009,-5.9496716,54.5950646,,,,active,Belfast Metro Ops
700000000149,,Glendhu Manor,BusCoachTramOnStreetPoint,338284,376207,N0000009,-5.8602122,54.6151203,,,,active,Belfast Metro Ops
700000000151,,Glenluce Drive,BusCoachTramOnStreetPoint,338518,376179,N0000009,-5.8566152,54.6148041,,,,active,Belfast Metro Ops
700000000152,,Royal Hospital (Grosvenor Road),BusCoachTramOnStreetPoint,332340,373840,N0000009,-5.953221,54.5954613,,,,active,Belfast Metro Ops
700000000153,,Upper Garnerville Road,BusCoachTramOnStreetPoint,338758,376185,N0000009,-5.8528869,54.6147913,,,,active,Belfast Metro Ops
700000000154,,Colligan Street,BusCoachTramOnStreetPoint,332167,373902,N0000009,-5.9558637,54.5960679,,,,active,Belfast Metro Ops
700000000155,,Tudor Dale,BusCoachTramOnStreetPoint,337687,375312,N0000009,-5.8698736,54.6072491,,,,active,Belfast Metro Ops
700000000156,,Iris Street,BusCoachTramOnStreetPoint,332024,374028,N0000009,-5.9580222,54.5972315,,,,active,Belfast Metro Ops
700000000157,,Quarry Road,BusCoachTramOnStreetPoint,338791,375930,N0000009,-5.852507,54.6124948,,,,active,Belfast Metro Ops
700000000158,,Blackstaff,BusCoachTramOnStreetPoint,331906,374220,N0000009,-5.9597633,54.5989901,,,,active,Belfast Metro Ops
700000000159,,Glenmillan,BusCoachTramOnStreetPoint,338794,375715,N0000009,-5.8525629,54.6105673,,,,active,Belfast Metro Ops
700000000160,,Millennium Way,BusCoachTramOnStreetPoint,331849,374318,N0000009,-5.9606026,54.5998842,,,,active,Belfast Metro Ops
700000000161,,Old Holywood Road (Kennelbridge),BusCoachTramOnStreetPoint,338885,375564,N0000009,-5.8512172,54.6091867,,,,active,Belfast Metro Ops
700000000162,,Elswick Street,BusCoachTramOnStreetPoint,331671,374498,N0000009,-5.963271,54.6015429,,,,active,Belfast Metro Ops
700000000163,,Cairnburn Road,BusCoachTramOnStreetPoint,338903,375424,N0000009,-5.8510051,54.6079254,,,,active,Belfast Metro Ops
700000000164,,Pollard Street,BusCoachTramOnStreetPoint,331551,374568,N0000009,-5.9650936,54.6022026,,,,active,Belfast Metro Ops
700000000165,,Belmont Allotments,BusCoachTramOnStreetPoint,338686,375216,N0000009,-5.8544707,54.6061182,,,,active,Belfast Metro Ops
700000000166,,Springdale Gardens,BusCoachTramOnStreetPoint,331303,374419,N0000009,-5.9689988,54.6009296,,,,active,Belfast Metro Ops
700000000167,,CIYMS Grounds,BusCoachTramOnStreetPoint,338314,375126,N0000009,-5.8602525,54.6054105,,,,active,Belfast Metro Ops
700000000168,,Springfield Roundabout,BusCoachTramOnStreetPoint,331132,374253,N0000009,-5.9717135,54.5994834,,,,active,Belfast Metro Ops
700000000169,,Orchard Lane,BusCoachTramOnStreetPoint,338101,375005,N0000009,-5.8636075,54.6043801,,,,active,Belfast Metro Ops
700000000170,,Springfield,BusCoachTramOnStreetPoint,331017,374233,N0000009,-5.9735006,54.5993336,,,,active,Belfast Metro Ops
700000000171,,Circular Road,BusCoachTramOnStreetPoint,337631,375185,N0000009,-5.8707868,54.6061288,,,,active,Belfast Metro Ops
700000000172,,High Side,BusCoachTramOnStreetPoint,330952,374460,N0000009,-5.9744044,54.6013884,,,,active,Belfast Metro Ops
700000000173,,Station Road,BusCoachTramOnStreetPoint,337585,375156,N0000009,-5.8715173,54.6058787,,,,active,Belfast Metro Ops
700000000174,,High Gate,BusCoachTramOnStreetPoint,330915,374741,N0000009,-5.9748485,54.6039268,,,,active,Belfast Metro Ops
700000000175,,Clonaver,BusCoachTramOnStreetPoint,337465,374986,N0000009,-5.8734557,54.6043873,,,,active,Belfast Metro Ops
700000000176,,West Circular Crescent,BusCoachTramOnStreetPoint,330933,374889,N0000009,-5.974507,54.6052446,,,,active,Belfast Metro Ops
700000000177,,St Marks,BusCoachTramOnStreetPoint,337334,374819,N0000009,-5.875558,54.6029202,,,,active,Belfast Metro Ops
700000000178,,Ballygomartin Baptist Church,BusCoachTramOnStreetPoint,330975,375111,N0000009,-5.9737584,54.6072268,,,,active,Belfast Metro Ops
700000000179,,Park Avenue,BusCoachTramOnStreetPoint,337176,374615,N0000009,-5.878092,54.6011329,,,,active,Belfast Metro Ops
700000000180,,Twaddell Avenue,BusCoachTramOnStreetPoint,331366,375443,N0000009,-5.9675682,54.6101068,,,,active,Belfast Metro Ops
700000000181,,Strandtown,BusCoachTramOnStreetPoint,336850,374401,N0000009,-5.8832385,54.5993004,,,,active,Belfast Metro Ops
700000000182,,Woodvale Parade,BusCoachTramOnStreetPoint,331370,375641,N0000009,-5.9674125,54.6118824,,,,active,Belfast Metro Ops
700000000184,,Woodvale Drive,BusCoachTramOnStreetPoint,331522,375820,N0000009,-5.9649866,54.6134477,,,,active,Belfast Metro Ops
700000000186,,Woodvale Drive,BusCoachTramOnStreetPoint,331452,375747,N0000009,-5.9661062,54.6128143,,,,active,Belfast Metro Ops
700000000187,,Avoniel,BusCoachTramOnStreetPoint,335878,374034,N0000009,-5.898433,54.5962665,,,,active,Belfast Metro Ops
700000000188,,Woodvale Parade,BusCoachTramOnStreetPoint,331378,375610,N0000009,-5.9673107,54.6116075,,,,active,Belfast Metro Ops
700000000189,,Templemore Avenue,BusCoachTramOnStreetPoint,335653,373923,N0000009,-5.9019619,54.5953277,,,,active,Belfast Metro Ops
700000000190,,Lanyon Place [bus stop],BusCoachTramOnStreetPoint,334689,373877,N0000009,-5.9168823,54.5951725,,,,active,Belfast Metro Ops
700000000191,,Bretland House,BusCoachTramOnStreetPoint,334800,376851,N0000009,-5.9138059,54.6218422,,,,active,Belfast Metro Ops
700000000192,,School of Denistry,BusCoachTramOnStreetPoint,332331,373616,N0000009,-5.9534674,54.5934523,,,,active,Belfast Metro Ops
700000000194,,Rehabilitation Unit,BusCoachTramOnStreetPoint,332103,373416,N0000009,-5.9570758,54.5917167,,,,active,Belfast Metro Ops
700000000195,,Short Strand (Albertbridge Road),BusCoachTramOnStreetPoint,335238,373920,N0000009,-5.9083759,54.5954176,,,,active,Belfast Metro Ops
700000000196,,Hospital Stores,BusCoachTramOnStreetPoint,332057,373267,N0000009,-5.9578539,54.5903911,,,,active,Belfast Metro Ops
700000000198,,Hospital Stores,BusCoachTramOnStreetPoint,332045,373286,N0000009,-5.9580309,54.5905648,,,,active,Belfast Metro Ops
700000000199,,Lanyon Place Station [Glider],BusCoachTramOnStreetPoint,334730,373927,N0000009,-5.9162397,54.5956108,,,,active,Belfast Metro Ops
700000000200,,Rehabilitation Unit,BusCoachTramOnStreetPoint,332073,373400,N0000009,-5.9575478,54.5915806,,,,active,Belfast Metro Ops
700000000201,,Sydenham Drive,BusCoachTramOnStreetPoint,337200,374559,N0000009,-5.8777586,54.6006252,,,,active,Belfast Metro Ops
700000000202,,Royal Maternity?Hospital,BusCoachTramOnStreetPoint,332275,373590,N0000009,-5.9543385,54.5932339,,,,active,Belfast Metro Ops
700000000203,,Ranfurly Drive,BusCoachTramOnStreetPoint,337391,374524,N0000009,-5.8748149,54.6002548,,,,active,Belfast Metro Ops
700000000204,,Institute of Pathology,BusCoachTramOnStreetPoint,332449,373759,N0000009,-5.9515723,54.5947056,,,,active,Belfast Metro Ops
700000000205,,Belmont Road,BusCoachTramOnStreetPoint,337488,374510,N0000032,-5.8733184,54.6001077,,,,active,Ulsterbus
700000000206,,Institute of Pathology,BusCoachTramOnStreetPoint,332460,373764,N0000009,-5.9514001,54.5947466,,,,active,Belfast Metro Ops
700000000207,,Clonallon Gardens,BusCoachTramOnStreetPoint,337604,374490,N0000009,-5.8715414,54.5998937,,,,active,Belfast Metro Ops
700000000208,,Springfield Roundabout,BusCoachTramOnStreetPoint,331117,374255,N0000009,-5.9719445,54.5995053,,,,active,Belfast Metro Ops
700000000209,,Clonallon Court,BusCoachTramOnStreetPoint,337747,374466,N0000009,-5.8693324,54.5996369,,,,active,Belfast Metro Ops
